Sample,MP2/(H29/29Ts),C3-Dibenzothiophenes/C3-Phenanthrenes/Anthracenes,C1-Naphthobenzothiophenes/C1-Fluoranthenes/Pyrenes,MP2/Perylene,MP2/Benzo[e]pyrene,28S TAS/Tm,27dia S/Tm,Bsnh/Hop,C1-Phenanthrenes/Anthracenes/Pristane,C2-Phenanthrenes/Anthracenes/Phytane,C1-Dibenzothiophenes/C1-Phenanthrenes/Anthracenes,C2-Dibenzothiophenes/C2-Phenanthrenes/Anthracenes,C1-Dibenzothiophenes/Pristane,27bb R/Hop,"2,6,10 Trimethyldodecane (1380)/C4-Decalins",27bb S/Hop,C26 Tricyclic Terpane-22S/H29,Tm/Bsnh,n-Tetracosane (C24)/Hop,H29/Hop,Bsnh/H29,29Ts/Hop,Benzo[e]pyrene/Hop,Pr/Phy,nC17/pristane,nC18/phytane,Type,Date,,,
2020 07 31-3,-42.0714187,-5.063340264,20.99432881,-14.58459531,-64.6152102,11.43414794,-6.874665768,-23.4664909,132.1161927,12.84338816,-15.92017598,-3.941557077,97.04970964,6.926612844,,5.656512522,-9.104112324,31.83997349,18.15193997,-2.601437702,-21.47907235,1.666148834,53.28563749,-49.65360956,352.0117036,-51.19619795,Group U,7/31/20,,,
2020 07 31-4,-32.7656918,-7.932467002,15.10305733,-18.06230845,-61.7034316,10.37116319,-7.08370131,-22.84868407,94.39012275,33.2654416,-21.30903455,-4.319731216,54.44634476,13.84737064,6.61196329,12.86073222,-13.01776104,32.36962146,18.72945089,-8.960781455,-15.31603998,0.973509304,54.70386693,-21.22966352,132.5434636,-42.12602198,Group 3,7/31/20,,,
2020 07 31-5,-39.62797716,-9.040012932,14.34078542,-24.59817828,-64.8818247,13.8477491,-3.450103038,-25.45807992,100.2771646,31.4398876,-20.94455389,-4.506606741,59.86073112,13.60835656,17.06033471,11.45709332,-16.29727126,35.83876797,15.38555548,-5.693943586,-21.01450712,-0.511010654,59.26390818,-24.14708339,77.82257166,-47.88662627,Group 3,7/31/20,,,
2020 07 31-6,-41.04105262,-7.287005478,14.86508981,-23.01989656,-65.26090957,13.12779166,-0.245705303,-26.19135886,100.1976896,38.19282185,-20.58797767,-5.256162418,60.51805321,11.66777514,21.77393306,10.08696723,-6.689993021,38.32939115,-1.670015482,-8.102837605,-19.74142399,-6.296865431,62.67779549,-23.51650135,88.79927362,-51.48557141,Group 3,7/31/20,,,
SHEEN:13AUG20201307,-49.6178692,-2.353534031,18.81005945,-22.00817752,-62.6720066,-16.98655577,19.02781328,-20.32188922,94.0457308,56.0018868,-3.335560243,-5.067233316,89.38666538,11.21440354,34.69015652,9.328595057,-3.495677449,25.43722033,-39.56473826,-6.232245417,-15.08745582,-8.991908463,35.91406871,-32.93864708,46.92518838,-61.421352,W,8/13/20,,,
SHEEN:13AUG20201300,-51.95367005,-4.377051157,17.55345194,-26.40148226,-66.33457378,-7.985642616,33.50042915,-17.89024119,63.58868994,34.02362745,-5.622128097,-6.541588286,55.88417241,18.78846532,-10.00108534,14.87201078,-5.351529806,17.56893457,-30.62583756,-4.92080829,-13.70301217,-11.50107343,49.85546937,-26.31061473,62.48723769,-64.67997066,W,8/13/20,,,
20200203-1,-9.977574492,-10.50599981,75.25644833,82.24607663,9.083464477,-8.053789422,3.348154678,-1.748578755,,69.67396228,-64.19100352,-30.34356379,,12.18883259,,13.82642524,3.951100528,6.828102086,40.92600261,-1.270213601,-0.556366212,-0.521500215,-19.9502876,,,,W,2/3/20,,,
20200203-2,63.76735071,2.030941859,-3.869918209,1.913259781,-5.748814805,-12.08604814,32.58259676,-5.849890665,-16.34732343,-16.57884506,-6.003452832,3.236100821,-20.60917614,66.55880354,-11.85037811,67.96512939,11.77533623,22.01718449,70.44601966,0.303644993,-6.202674565,-2.20993291,74.18529677,-2.097042037,124.9203761,-39.33323877,Group 4,2/3/20,,,
20200203-3,-1.448461295,-7.539404009,22.9799626,5.656038644,-7.986382335,-13.90243122,13.66226538,-7.107017046,-20.44545961,-16.8526026,-0.029038778,-4.990362533,-19.69965601,39.78363593,16.62913605,41.39971819,11.9577235,18.15338312,27.48174579,-8.074940163,0.97999142,-7.89497525,4.474648623,-4.046871639,121.690177,-31.62591307,Group U,2/3/20,,,
20200203-4,27.68161268,2.854277487,2.868982853,29.54372311,8.362768769,-11.18436658,1.363234934,5.486890148,12.9558898,26.57174362,-0.762056681,5.987172738,13.17883074,26.83440404,-32.89951474,28.05758836,-5.657835534,7.550317435,-0.381593319,2.972162845,2.36818327,4.649980668,13.31253792,4.319862008,10.86841066,-17.29737091,Group 4,2/3/20,,,
20200926-1,-1.195389993,-6.969882584,17.38205393,5.097277484,-8.963699874,-8.384743351,11.6005544,-4.102827139,-14.45975173,-6.045922473,-1.013952017,-4.844835997,-14.50847608,26.83440404,-11.76818732,25.24754724,-0.497762103,10.70913795,14.83736357,-5.480097653,1.383873816,1.282104851,-1.007527072,-2.759071492,32.43352706,-20.68151629,Group 3,9/26/20,,,
20200927-1,14.10215101,-16.91262211,36.75751086,35.78959989,5.065119572,-15.99708052,8.574242061,-3.443216955,184.7370159,35.89963025,-19.77880888,-21.84802198,130.6277713,39.41718221,,39.83299878,-10.14937853,20.63164268,19.04606276,-3.581620982,0.07124521,5.280945237,-2.793716042,-84.50616869,97.24872627,-20.04745181,W,9/27/20,,,
20200927-2,5.572990837,-4.936405454,33.8935751,39.16273226,1.174057631,-10.63442458,13.05295785,-3.182155356,74.1442055,-17.6540376,-21.89404173,-12.86983099,37.33200483,20.40501028,,21.93247568,-9.858599815,13.84089544,127.2115714,0.230968406,-3.474996646,18.63296967,-13.83533581,-74.95777445,86.8728502,-16.32872864,W,9/27/20,,,
20200927-3,-23.31953699,-10.50098894,64.52560579,104.0783621,1.590305154,-13.76001995,-6.511908703,-6.568754441,,107.6633812,-51.30258725,-30.15667131,,19.22433979,,21.87549789,-19.44363537,17.74814812,634.117387,-4.02594531,-2.719759172,-3.94916503,-26.2886817,,,424.7062051,W,9/27/20,,,
20200927-4,24.41953063,1.098501032,-2.737752107,19.27566932,15.48572507,-4.068151012,-15.6870623,-1.196075758,4.434531788,5.821279881,-6.03752366,2.646180244,-0.922019752,-2.852166485,-27.51938574,-6.949297304,-8.444617067,8.130781396,-2.691636152,1.718137764,-2.935117074,-1.814989753,9.084358557,-1.606920661,118.8665369,-43.24777686,Group 4,9/27/20,,,
20201013-1,35.82064548,4.077953445,6.323948007,31.40850125,16.65100024,-5.692712909,-21.26939577,11.32253459,11.62972665,-4.890359107,-10.97023666,1.820919013,0.344517041,-4.895331344,-26.97282058,-10.03623063,-1.296579672,-3.203394834,31.14198204,-0.804421183,12.14427601,2.6141001,10.00479506,-27.20712155,14.34212311,-54.2020584,W,10/13/20,,,
20201001-1,21.6649579,-1.671742139,-0.216484126,37.52179033,18.05763613,-6.803326365,-8.750361377,7.516807473,23.00870111,22.21735605,-9.180081397,-2.912856953,12.79646982,6.522697453,,5.857713572,17.0087884,0.183747441,-6.759330605,-5.961495119,14.25020454,-10.85001588,6.24411683,-22.35330545,-3.749389921,-31.17136314,W,10/1/20,,,
20201001-2,-18.05434618,-4.465590925,10.26187201,19.56512259,-2.447620343,11.73579688,0.034886089,-6.232484731,-9.351118942,-27.83090283,-17.35041882,-4.405555531,-24.35474841,12.86877436,,18.82993077,-34.75479606,16.18650159,-27.35399687,-2.351979239,-4.043299864,-0.279448744,-19.6074417,-47.80867224,36.07190173,-35.81911391,W,10/1/20,,,
20201001-3,25.46444209,-3.13187029,20.64671285,99.98264924,15.65288404,-4.837495971,-8.992940324,-1.408973807,57.6952612,22.30411082,-16.84113146,-9.333745301,32.4054255,-4.834461884,,-4.131115792,0.048833359,3.058725087,-11.52765804,-2.657894091,1.209898914,4.370079092,-1.113288261,-54.29375537,1.731443472,-14.11387906,W,10/1/20,,,
20201001-4,14.30789401,4.423631458,3.555095195,24.38539468,0.942977456,-11.00539301,7.778225558,-1.859349936,48.59720447,75.70738829,-6.79778985,1.103152009,39.83484879,20.8351513,-58.09096725,20.75320341,2.010017876,14.72171465,-15.11274569,-3.511339118,1.638674557,2.510597547,4.17335348,-1.470139903,-3.947213406,-30.82916095,Group 4,10/1/20,,,
20201001-5,18.3375515,-2.208459282,8.721755898,41.89275116,9.759154567,-15.92318729,-9.921078217,1.795610081,18.751967,11.16830107,-8.697786077,-2.492364505,9.471403817,6.381670052,-10.33553191,10.56173708,16.99203003,17.29950313,-4.803232645,-0.329974769,2.058885857,-0.028990357,5.056114433,-20.33022182,113.9486152,-39.77285298,Group 3,10/1/20,,,
20201001-6,24.26923548,0.29010435,3.790447684,40.43117531,20.1300022,-6.279067996,-10.1938703,-3.739580272,23.79036175,24.58780823,-7.439542356,-0.903082467,15.688687,1.078185034,-41.05972028,-2.378441475,-18.64924876,8.529466651,1.459712575,-0.027026364,-3.783072922,0.119997735,0.953862252,-11.20580123,-3.844090879,-24.09729417,Group 3,10/1/20,,,
20201001-7,27.94909176,-1.912194072,13.97113884,102.7478065,23.82163318,-10.25142925,-7.825470081,-6.083609199,15.37304428,-16.65042048,-21.9350263,-6.570089428,-9.063311152,8.79263594,,7.94126222,8.539243895,14.55989057,24.35960972,-4.128481693,-2.110044593,4.929638957,-7.725622429,-49.6807318,76.02678766,-48.08621057,W,10/1/20,,,
20201001-8,22.7594896,0.714046533,-0.844016751,28.2547977,17.4601275,-5.432496986,-15.04795548,-1.592569759,20.88544393,29.01019344,-5.392782941,1.302629076,15.47204151,-0.662277541,-23.31741443,-4.884294455,-11.4090319,10.00867455,-24.90325801,-2.560454546,0.920404678,-4.590988304,4.318053893,-4.223147299,0.048321634,-29.787515,Group 4,10/1/20,,,
20201001-9,,,,,,,,,-70.96775864,-92.82391321,-85.77401763,69.63422653,-95.82994869,,,,,,6395.5689,,,,192.5052314,298.8908622,-44.86701973,325.8706363,Group U,10/1/20,,,
20201001-10,-14.75275322,-2.458565524,-2.372300827,18.67799444,3.414458682,14.36070132,1.80971585,-1.152666587,-24.6405696,-26.23931016,-6.874436404,1.913117176,-29.1426203,12.34801348,-6.77309013,11.05028147,-29.75308853,11.25405577,-0.140128877,1.358737627,-2.548145844,-5.221446628,-13.84128086,-6.076582703,123.7184463,-35.68203079,Group 4,10/1/20,,,
SHEEN:11-06-21.0720,18.79684322,-0.139929245,-6.187881209,20.85142487,-6.639233165,-12.55076094,-7.633501894,0.145781786,-10.66863836,-6.587579878,-1.700793982,2.263824316,-11.33901935,7.941123688,-32.93920743,7.739415786,1.151036849,12.98215165,5.693146434,-0.533218636,0.609951115,2.688627876,20.46065555,-7.917331209,13.90844771,3.993384645,Group 4,6/11/21,,,
SHEEN:11-06-21.0928,18.18153097,2.590927927,-7.043021823,19.52148096,-4.538615911,0.504323001,3.267078077,15.58324258,0.532106423,7.565203413,-2.092424285,3.331742937,-0.619850378,4.681202336,-43.3987716,-0.040825692,-15.86802649,-12.12218251,-23.90988941,1.465107571,13.83203386,1.976789626,20.38885597,-7.97944541,-6.461091363,-9.085051686,Group 4,6/11/21,,,
S-1 CTRL,,2.710296816,-49.91699032,,,-83.64312084,-74.44801786,-56.53012769,96329.74593,83608.3295,-20.42445227,0.950158588,77376.36311,-64.28426809,,-61.78652867,-53.72741457,180.7840455,-99.95707474,15.35343112,-62.34313258,-9.515520591,392.1963028,-19.73537529,211.3391827,72.00125357,Seds 2007,12/9/07,,,
S-2 MS6,,-22.05022117,-25.19607374,,,-53.81587062,-41.92731332,-63.69963788,95309.32534,81615.27404,-22.90258352,-12.69175473,74169.28054,-46.91640456,,-48.25259091,-36.90101987,173.1952875,-99.78040548,3.097129062,-64.81555317,-26.48136048,408.9757222,-3.838810009,76.16929063,19.93284687,Seds 2007,12/9/07,,,
S-5 MS30,,3.787677552,-52.70799396,,,-81.20413339,-78.60764286,-55.67777725,268525.7208,196016.6577,-39.50818091,-6.211845906,163967.5925,-71.35567556,,-69.47917519,-71.92095384,201.8428489,-99.95623307,17.6152631,-62.34313258,0.212019792,721.2045266,-21.64643779,418.8986378,169.8489055,Seds 2007,12/9/07,,,
S-3,,11.83538517,-21.74529738,,,-42.9914653,-33.79713718,-43.85851785,75666.22894,183418.8863,52.90987603,84.25441371,116874.1169,-36.04988032,,-37.65959187,-41.51801842,77.33729191,-99.95720566,-3.555484257,-41.83085521,-23.64798492,160.0481001,24.65339443,87.09178665,15.43536512,Seds 2007,12/12/07,,,
S-8,,-18.04489656,-14.0451779,,,-40.7303673,-25.66696105,-57.57444894,97813.28048,93501.13208,-28.61605277,-9.053911182,70470.09907,-26.54378145,,-31.37640885,-35.14827042,152.705641,-99.79890868,-2.728998625,-56.41566271,-26.91530088,245.8676722,-1.788234689,18.54838111,-4.598871804,Seds 2007,12/12/07,,,
DC-2 Piston Core (0.0-0.5),-79.79464176,-12.43646843,0.050576379,-47.75670819,-84.93632643,-34.53565393,-16.64207653,-58.30557702,-13.26251133,-17.19899854,-12.52540893,-10.04245563,-23.39319824,-14.59625815,32.98096169,-19.53857403,-5.935779622,109.585234,285.579584,-14.64757982,-51.18554224,-20.4792254,40.70836453,2.337821723,99.33840347,77.88641134,Seds PC & Box,7/22/12,,,
DC-2 Piston Core (0.5-1.0),-78.34660483,-15.26694138,-0.611801333,-40.63403307,-83.2356574,-30.7557894,-6.182850769,-59.63511857,-15.2001053,-18.94684577,-14.03041948,-9.358333236,-26.3930729,-16.58292145,33.2701136,-14.73998312,15.08207775,111.1730009,241.3864337,-13.86257182,-53.17280736,-21.29038922,38.15055317,2.481842063,92.0922842,67.2423256,Seds PC & Box,7/22/12,,,
DC-2 Piston Core (1.0-1.5),-72.59244374,-13.75597817,-4.504695309,-49.05676768,-78.71576169,-33.71219077,-14.57166185,-52.69833894,-10.30916682,37.00034551,11.20378215,-0.837016094,0.703875309,-15.22802587,-23.64828609,-17.15157666,2.31147544,81.03648953,,-12.97590676,-45.68456943,-23.25410548,42.70709773,20.97509755,,-87.36576272,Seds PC & Box,7/22/12,,,
DC-3 Piston Core 0.0-0.5,-77.87417656,-17.56915099,-4.812993306,-32.95311111,-80.51621139,-16.60212022,-4.582108653,-50.64555982,-12.31226015,-27.86357197,-17.07765586,-10.45616365,-26.5842882,-26.81108937,130.8990419,-29.61749774,-16.389937,52.09135799,306.1342206,-12.03251446,-43.93518499,-17.34088615,18.11538905,-2.585680647,120.1999243,80.26573179,Seds PC & Box,7/22/12,,,
DC-3 Piston Core 0.5-1.0,-79.47071623,-16.0928883,-2.622907644,-35.60306626,-81.24814012,-15.67272805,-7.91331112,-58.27620838,-9.591308833,-25.19427597,-16.41790675,-10.88197327,-23.70396086,-26.07413289,116.5414625,-26.49938877,-11.1463341,84.62512582,297.7662478,-10.81734732,-53.24912719,-21.93527717,22.23737946,-2.789466773,105.2273264,71.03238404,Seds PC & Box,7/22/12,,,
DC-3 Piston Core 1.0-1.5,-62.33934133,-16.36790084,-4.088035144,-55.26836178,-74.45342005,-24.4615511,-19.68252147,-49.9017429,-3.835170955,-2.445395444,-7.410091301,-6.64329196,-10.10024948,-27.71595515,62.72260535,-31.29705687,-19.89830067,65.66258686,30.60239597,-11.19422023,-43.62744399,-13.12250766,47.27808131,6.553038529,-0.294957247,12.12899725,Seds PC & Box,7/22/12,,,
DC-3 Piston Core 1.5-2.0,-78.54427462,-17.70329634,-2.605602314,-38.26436338,-80.43075735,-14.08795459,-5.571749704,-58.57707366,-8.238678279,-23.76670388,-15.52881685,-10.74764401,-21.73874563,-26.2370749,119.3444839,-28.09378812,-18.74518125,80.19938111,233.0997755,-11.50617783,-53.22496028,-20.96477214,19.98043866,-3.147002887,87.62029452,61.71520738,Seds PC & Box,7/22/12,,,
DC-3 Piston Core 2.0-2.5,-77.69141527,-18.65637848,-4.097530438,-34.88570872,-80.41909305,-18.62796252,-9.517223419,-56.57526774,-12.49000557,-24.73898821,-16.76482815,-10.3170513,-26.45670168,-23.79775458,132.9231751,-25.97379983,-16.90601837,79.28440744,262.1679771,-10.07104007,-51.74704435,-18.49689979,22.86089529,1.24133558,110.0501686,74.38357695,Seds PC & Box,7/22/12,,,
DC-3 Piston Core 2.5-3.0,-74.57234737,-17.14429103,-4.397711302,-39.62385917,-78.53012654,-16.55808558,-12.54936594,-54.26420842,-11.42036469,-26.10729134,-15.30194198,-11.38393494,-24.24942958,-24.5965367,133.2073535,-26.13110591,-13.59418937,69.8981428,103.7854126,-8.666666061,-49.96046897,-16.98420308,27.34865806,-3.471250432,54.23880467,33.54799924,Seds PC & Box,7/22/12,,,
DC-3 Piston Core 3.0-3.5,-72.74858548,-18.16674477,-5.916320043,-37.51653867,-78.63885974,-17.62100518,-12.30371809,-49.12414944,-9.262364216,-19.36097591,-15.29326936,-9.840642054,-22.39602876,-24.69691213,112.8973147,-25.46014235,-11.68532895,58.16316488,39.19797224,-9.76798277,-43.65733852,-14.02241037,30.85461302,1.344223116,18.72400834,13.2341586,Seds PC & Box,7/22/12,,,
DC-4 Piston Core 0.0-0.5,-79.40316915,-17.68991601,-3.232966069,-37.96522902,-81.14190394,-16.48054472,-9.463729453,-54.06082459,-9.949182669,-24.33124561,-17.29380844,-11.38586218,-24.80235345,-24.61651934,121.22126,-25.18995252,-18.84238919,68.47042731,295.3824548,-10.96859619,-48.43840825,-18.91652572,17.20940169,-1.655362181,111.2281016,68.64426571,Seds PC & Box,7/22/12,,,
DC-4 Piston Core 0.5-1.0,-75.36004501,-17.55887668,-5.184075104,-47.09129769,-79.14099779,-18.62796252,-14.64974278,-52.11711907,-5.06937197,-20.62020121,-16.93024844,-10.19549389,-20.37896248,-24.72058753,129.2498797,-25.662427,-14.25010393,66.88108366,91.51095227,-10.24009274,-46.69300285,-17.12510593,25.04168205,-1.56402917,38.96648161,33.24152408,Seds PC & Box,7/22/12,,,
DC-4 Piston Core 1.0-1.5,-77.68228549,-18.23348358,0.529134621,-37.62273784,-80.80040072,-15.9337222,-10.45226803,-54.47738372,-12.44791322,-24.70958938,-15.77354356,-9.83122818,-25.54504626,-24.39230642,126.6441693,-27.26952385,-18.07827326,69.66646483,263.5087088,-13.25874346,-47.55696148,-21.73918454,25.91802741,0.969249491,91.6721882,65.2824546,Seds PC & Box,7/22/12,,,
DC-4 Piston Core 1.5-2.0,-77.91183724,-18.19952883,-0.389630329,-39.07555248,-81.67961284,-16.42871827,-14.25153007,-53.86313552,-11.09456426,-26.12456775,-16.01621233,-11.13267893,-24.61197966,-22.53385261,129.0227674,-27.04365281,-14.53682438,74.45162591,206.7209346,-8.430551684,-49.65181492,-15.34885285,27.46522434,-3.098468288,92.55080466,59.85145495,Seds PC & Box,7/22/12,,,
DC-4 Piston Core 2.0-2.5,-78.65752943,-17.17567577,-3.562882524,-43.18797505,-81.53520934,-24.32439211,-16.62056481,-54.56794595,-5.677122469,-21.34904874,-15.55051029,-10.33542425,-19.57470957,-25.41074282,115.7658577,-25.16528532,-7.778413657,90.85852396,196.1048236,-12.52364807,-48.10111221,-21.4761127,25.8456456,-2.874230171,90.46632354,57.41186152,Seds PC & Box,7/22/12,,,
DC-5 Piston Core 0.0-0.5,-77.65573613,-17.17336321,-5.338888371,-30.63154341,-80.09766774,-21.57843378,-14.99538615,-49.08933873,-6.870676923,-20.06569988,-17.25095087,-9.888278969,-22.19132406,-25.52355619,117.7209236,-25.40914005,-13.93642506,57.55104776,282.3217731,-11.73557283,-42.36193763,-17.98272654,18.08411435,2.279708253,101.3614992,71.13494689,Seds PC & Box,7/22/12,,,
DC-5 Piston Core 0.5-1.0,-80.56795565,-16.93189843,-6.277408794,-37.77653252,-82.59191692,-13.98593354,-6.14830233,-53.40484275,-5.558996316,-19.75442513,-17.36202342,-10.17324766,-21.20133939,-27.9194698,113.323626,-30.39986486,-20.4689938,53.06154676,285.2986571,-13.14565186,-46.39126514,-18.42733432,16.16183688,1.875004371,109.4231052,66.69802889,Seds PC & Box,7/22/12,,,
DC-5 Piston Core 1.0-1.5,-76.28685933,-17.08327946,-3.45840898,-27.35767725,-79.39989346,-16.61198862,-11.72951624,-55.8657555,-5.583622392,-19.00918993,-17.07268628,-10.31007263,-20.94606389,-24.29563721,124.6673659,-27.71971249,-18.4808207,78.03137133,284.3570343,-11.44072212,-50.20015722,-17.4253482,20.65795073,1.412931064,101.2395358,72.72206344,Seds PC & Box,7/22/12,,,
DC-5 Piston Core 1.5-2.0,-78.34004704,-18.57763051,-3.576798414,-33.73102003,-81.53021782,-11.77934509,-6.091391324,-52.26605302,5.12564266,-9.510976715,-16.66706949,-10.5879416,-11.54876825,-22.24048799,94.16803514,-26.90502215,-13.6236522,55.48793918,289.7019538,-10.65085735,-46.61450198,-18.21284488,25.21317883,1.369977684,92.28437649,65.45246741,Seds PC & Box,7/22/12,,,
DC-5 Piston Core 2.0-2.5,-79.23888475,-18.01744748,-0.163474133,-31.83832999,-81.4319168,-14.02129312,-5.550131332,-56.20542276,-4.126579528,-19.06396955,-17.53622839,-11.29029042,-20.17480597,-24.82054383,122.1128552,-26.09445664,-26.3203982,74.22142583,295.9865533,-8.148080245,-52.35487812,-21.22411143,27.41705154,0.236750163,96.11707492,59.03466422,Seds PC & Box,7/22/12,,,
DC-5 Piston Core 2.5-3.0,-77.50951397,-18.49614733,-3.00304158,-32.72489014,-81.00877214,-16.71714374,-11.95799895,-53.72309048,-5.482992094,-17.48926754,-16.44000596,-11.28571704,-20.25803524,-23.52285471,104.5239107,-25.08946494,-11.79960077,69.76920814,314.6964443,-11.06300397,-48.00420375,-15.10073215,21.24764885,2.223137618,97.10682071,64.56272485,Seds PC & Box,7/22/12,,,
DC-6 Piston Core 0.0-0.5,-77.64141733,-19.47148347,-3.16212704,-31.09653484,-81.40633017,-18.17119641,-7.08370131,-48.38137862,-4.94782187,-19.80765318,-17.48126853,-10.67794848,-20.80583517,-23.22961412,117.0208564,-25.50066258,-8.809008169,53.22636812,296.8709275,-10.45365552,-42.39702929,-16.22161945,25.61574353,-0.832070076,83.61028724,63.93602491,Seds PC & Box,7/22/12,,,
DC-6 Piston Core 0.5-1.0,-77.29968997,-18.02464573,0.645282602,-27.88895072,-80.15213455,-20.44502104,-10.76635949,-53.2250052,0.914168764,-15.27596273,-17.9269675,-12.13682945,-16.37595051,-22.85954653,94.40550114,-24.11453041,-12.85280716,73.04269361,289.568829,-11.06603278,-47.44277537,-17.99282984,21.22238929,-1.946283877,89.4532048,71.41866315,Seds PC & Box,7/22/12,,,
DC-6 Piston Core 1.0-1.5,-77.04469483,-18.94827456,-6.19522221,-27.31604412,-80.40391795,-17.49447113,-9.850203017,-56.401429,-0.116633392,-13.70443178,-18.1890155,-10.87804477,-17.49441315,-20.83499748,90.77148687,-23.86588088,-10.27414528,85.20338172,308.1712575,-11.62263773,-50.70333255,-18.87598398,24.7252643,2.021798326,109.0211414,69.84150131,Seds PC & Box,7/22/12,,,
DC-6 Piston Core 1.5-2.0,-77.84380624,-16.62819318,-2.214836796,-30.08201769,-80.83870425,-14.7547946,-7.187171576,-52.80765454,5.427901552,-9.631137227,-17.13206587,-10.54483067,-11.78942738,-26.06616007,93.74280532,-25.46615217,-15.34960764,60.26106327,300.1902322,-9.578584355,-47.84612259,-17.6703192,24.11782852,1.157574763,99.16875376,64.16131976,Seds PC & Box,7/22/12,,,
DC-6 Piston Core 2.0-2.5,-76.68924757,-17.14723753,-3.586635509,-30.58601366,-80.74361465,-18.21074969,-10.83410691,-55.05571096,0.134286362,-19.180958,-16.57633845,-10.29974801,-15.65669374,-22.68686972,93.45563713,-24.30093299,-15.7239649,75.37205196,296.571575,-12.20418556,-48.84512303,-15.41957227,22.81021078,-4.780890962,84.73492722,76.7887539,Seds PC & Box,7/22/12,,,
DC-6 Piston Core 2.5-3.0,-75.87911713,-17.24533458,-1.151954587,-35.90766714,-79.22995647,-18.81058528,-10.36696275,-52.40126885,-1.970708522,-15.21797696,-16.64371358,-11.58990789,-17.49642097,-23.28564272,97.45657948,-23.4360915,-18.49715067,69.06784017,220.0162977,-9.701830264,-47.32521522,-15.96831315,21.96653251,-0.040413395,88.0085349,51.354683,Seds PC & Box,7/22/12,,,
DC-6 Piston Core 3.0-3.5,-75.54286371,-18.78494523,-2.506037401,-38.83669095,-78.04970507,-15.94234694,-8.870553208,-55.72192289,2.015946059,-6.52569872,-13.48520172,-9.800483553,-10.8878283,-24.74395776,65.52085755,-24.79101659,-16.05582108,73.22947893,114.4172943,-10.78109126,-50.4072505,-21.78481324,24.21672719,2.965730686,66.29271307,41.286744,Seds PC & Box,7/22/12,,,
DC3-BOX,-74.4012779,-16.45573943,-7.558772345,-52.88036151,-88.09558076,-34.80932507,-17.87628677,-57.64241478,-78.04281807,-72.37466588,-9.772283039,-9.481892776,-79.99699997,-17.79461566,40.88459207,-21.24549505,-8.524104226,103.1647083,75.89548279,-10.41220385,-52.75360443,-18.77445204,131.800994,33.34135829,33.39957899,194.7894861,Seds PC & Box,7/24/12,,,
DC4-BOX,-80.14270229,-14.6804239,-0.583862372,-46.29271712,-86.64000031,-31.14751354,-12.62458151,-55.6688772,-46.5503694,-36.62270765,-14.03041948,-10.05585962,-53.6053308,-15.95310576,37.11700619,-21.26080982,-11.18132688,88.01989669,262.5566168,-11.34926675,-50.02960981,-17.37730738,55.86395954,28.74998486,46.32941587,123.0863565,Seds PC & Box,7/24/12,,,
DC 3-1,-10.78150951,-3.379246474,-8.98681595,-2.709756833,18.94640661,-2.653176836,8.686496174,-27.955901,10.73525769,-4.98405367,-1.892410368,0.550309405,9.690014337,-8.470757785,26.37321204,-3.77660856,-19.86429524,26.8182084,51.97815724,-4.93853537,-24.26785553,-10.00505354,-22.56470788,-16.46140058,181.3288056,98.3614866,Seds DC,2/23/13,,,
DC 3-2,-11.38643466,-4.558613718,-11.67981204,-2.527012122,27.80014226,0.472685308,14.31385017,-30.12101171,1.632916023,10.29871335,-1.9808487,1.875232539,0.582839331,-4.289706632,27.14907603,-4.562197773,-12.92985706,26.96322058,40.67383088,-5.348168509,-26.22589859,-11.897574,-27.19536213,7.975629936,133.0416749,103.9189246,Seds DC,2/23/13,,,
DC 3-3,-15.91529526,-5.211385055,-11.79712871,-4.993272531,28.67243978,-2.123542325,13.03395602,-36.05454366,-2.316275506,1.180469035,-4.236686602,-1.34168285,-5.550439566,-2.734352733,45.19986964,-1.11906124,-9.502778498,38.27768507,39.72899748,-6.773668757,-31.45789483,-15.39213053,-29.62663459,7.484153313,142.3040904,106.7144446,Seds DC,2/23/13,,,
DC 3-4,-18.87853586,-5.884045269,-13.57304081,-9.694770607,25.97826326,-4.49578184,5.821340174,-37.21018444,-5.319467859,-3.278830182,-3.794674594,-2.08626728,-8.031655302,-2.621408666,51.6511055,-3.183457076,-18.55829309,45.94764291,64.01548307,-8.046248848,-31.76517241,-14.97161957,-31.93956424,5.011041371,134.0643496,100.3423692,Seds DC,2/23/13,,,
DC 4-1,4.635630766,-0.791190576,-9.479811893,13.20371467,67.6566263,-8.535479266,-0.688652413,-13.3436474,-2.886497791,21.51282102,4.867414165,3.303648978,2.825005741,-7.555099099,-0.606822283,-4.249692024,-10.33302824,15.37577323,-31.4590944,-3.087423516,-10.64752073,-6.045144709,-37.08288449,10.77307051,27.90662044,-1.162368462,Seds DC,2/23/13,,,
DC 4-2,26.17888992,-0.791190576,-5.688097871,24.89733966,50.9804107,-10.89475038,3.015896373,-3.045137732,-14.81418584,-9.248902389,0.032044585,1.198193376,-13.96305305,1.420892933,36.97734077,5.52412834,-15.36424222,10.70913795,5.162218427,-1.791255311,-1.348026976,2.598020263,-21.8144857,6.4348214,23.15661814,5.829205362,Seds DC,2/23/13,,,
