Sample,MP2/(H29/29Ts),C3-Dibenzothiophenes/C3-Phenanthrenes/Anthracenes,C1-Naphthobenzothiophenes/C1-Fluoranthenes/Pyrenes,MP2/Perylene,MP2/Benzo[e]pyrene,28S TAS/Tm,27dia S/Tm,Bsnh/Hop,C1-Phenanthrenes/Anthracenes/Pristane,C2-Phenanthrenes/Anthracenes/Phytane,C1-Dibenzothiophenes/C1-Phenanthrenes/Anthracenes,C2-Dibenzothiophenes/C2-Phenanthrenes/Anthracenes,C1-Dibenzothiophenes/Pristane,27bb R/Hop,"2,6,10 Trimethyldodecane (1380)/C4-Decalins",27bb S/Hop,C26 Tricyclic Terpane-22S/H29,Tm/Bsnh,n-Tetracosane (C24)/Hop,H29/Hop,Bsnh/H29,29Ts/Hop,Benzo[e]pyrene/Hop,Pr/Phy,nC17/pristane,nC18/phytane,Type,Date,,,
ROV-3,-0.649989252,13.28098097,13.63686139,11.44918401,-13.1488584,1.530075607,-6.868118251,-3.314797273,10.84928713,-4.760848107,3.70347143,5.386852921,16.06593271,-13.31245299,21.77743745,-15.88527344,8.530245823,4.325796223,-25.01093023,10.58957261,-12.63606759,17.73750998,5.012437245,-13.98915784,113.011651,-35.14631305,MC20 Sampled Oils,9/26/17,,,
ROV-3 (dup),-3.676307777,16.35869114,6.420255931,9.915116914,-13.90668361,-8.878356559,-18.31009215,-3.400283748,13.54741575,-3.741960784,1.769973914,5.639328794,16.67437536,-12.63956865,22.2047267,-11.92704703,13.7633604,17.02677897,-20.5087722,4.806831702,-7.897249504,9.056827399,5.087106722,-13.13216575,103.4873806,-35.26437195,MC20 Sampled Oils,9/26/17,,,
ROV-4,-16.6670061,10.72411766,27.30430091,76.1098589,-26.28585147,-49.48610849,-41.63694989,,-60.55699258,-49.7750023,-35.02255873,-0.300350133,-74.12316281,-8.679229094,-4.116291358,-6.738749442,,,44.83937635,23.32666028,,49.7008509,-8.977690277,-17.30311394,12.47891062,-27.20661233,MC20 Sampled Oils,9/26/17,,,
ROV-5,-12.05605305,18.78061537,1.756617676,107.1657785,39.40392597,-12.73347646,-12.02277367,11.49593418,-71.57327815,-59.78542666,-33.405936,3.263462628,-80.88647161,-17.44756747,15.22940474,-18.83770853,6.036155957,-11.03579189,36.75462817,5.267492489,5.840307829,18.44274821,-45.20186617,-14.36853774,54.6186574,-41.85342715,MC20 Sampled Oils,9/26/17,,,
ROV-6,,23.41765766,29.01754811,72.01964769,-38.90471418,,,,-73.25897802,-62.34287788,-26.97773267,-4.679289188,-80.28431452,-12.83766486,,-1.513968939,,,22.68068906,22.41588608,,,-25.38131853,-34.07220472,-7.426738811,-10.31021935,MC20 Sampled Oils,9/26/17,,,
ROV-7,-21.9335599,6.860207798,11.52087175,28.10251036,-28.80495149,-29.11895201,-26.09746127,23.59887985,-23.51432912,-14.19896226,-37.00991502,-5.168835543,-51.35582508,-14.26245784,-9.622643576,-13.63460809,,4.889040081,-8.723006563,10.3802548,11.89469175,31.0268019,-9.71931309,-18.43069141,56.67043442,-36.91299375,MC20 Sampled Oils,9/26/17,,,
043019 A1,3.231499809,-5.489100771,-0.092669272,-9.163674472,-1.169390591,2.702276658,-1.128844599,4.051694363,8.34570739,9.553867399,-2.235443898,-4.385881844,6.947763979,-9.188292348,26.64853494,-10.4227707,4.137038635,-12.37601338,3.929102405,1.305946618,2.636198788,5.589989108,-2.055066468,1.412931064,12.25507199,7.573665366,POs Post-Con,4/30/19,,,
043019 A4,-18.31086247,-2.758504077,2.534289218,-13.22447342,-17.37286866,12.14249806,2.528329589,-0.484065899,15.19910719,15.7316323,-5.227222898,-4.506606741,10.23291369,-15.17308221,22.30690457,-15.22537661,-12.74312462,-12.75638586,-0.950930491,-0.970167625,0.418313113,-9.181919171,5.3620902,2.041848466,4.104039218,7.186495474,POs Post-Con,4/30/19,,,
043019 B1,-3.177547553,-2.936245915,5.916387494,-7.591009621,-14.40169119,1.176572093,-8.616341289,-1.076422649,15.69247768,16.70520899,-5.968382765,-3.975703177,9.839259002,-11.75436512,20.2196753,-10.64296453,-1.795041835,-2.145919466,-2.510758357,3.745538679,-4.716714262,4.083643198,10.191186,2.132585542,-2.196352249,0.859521859,POs Post-Con,4/30/19,,,
043019 B3,-13.92439918,-5.617565088,-0.060916558,-7.856089039,-22.1111095,3.472639592,-0.686185663,3.486918244,16.56994107,16.83126379,-6.483689264,-3.839464268,10.06582902,-10.242849,23.412201,-10.25338236,-3.641370531,-13.39862866,-12.73629659,-0.952702046,4.40689097,-7.358376765,15.47555009,2.470528604,-3.0616176,1.495409221,POs Post-Con,4/30/19,,,
043019 C1,-7.393890403,-4.924890968,7.766666052,-11.34852823,-15.6488109,4.370913851,-2.989084758,-3.681642144,5.141515474,4.303384428,-0.276167808,-3.704141251,5.864843184,-14.68143418,29.31015039,-9.755198025,-0.879948537,-5.635235335,1.131363991,-1.385882317,-2.398539175,-0.760912439,6.623707461,-0.277284454,-4.974875148,4.401878212,POs Post-Con,4/30/19,,,
043019 C4,-4.569648184,-5.766263615,1.698335073,-7.040656199,-13.38496824,-4.87983716,-10.59815199,3.82078415,11.51006166,14.75230815,-3.350900558,-2.879589556,8.815417945,-7.161521798,20.17014801,-11.90302474,-3.394972282,-2.650321943,-10.78093482,2.150602764,1.561641775,-0.937670204,11.03877707,4.005286153,-2.630196781,5.070003274,POs Post-Con,4/30/19,,,
Oil-30Jan2020-1,-18.98807034,-2.911036931,-8.505631619,2.290810511,-2.720303834,-2.791136616,-3.252101364,5.905488918,26.10705991,11.46541894,-6.300583519,-1.12400698,19.30395846,-6.988103707,-18.26000168,-5.207946087,-1.02120764,-3.112857021,-34.96557683,1.972433108,3.781998437,-4.453936685,-13.13481008,-8.219801621,-17.67473534,-10.17772716,POs Post-Con,1/30/20,,,
Oil-30Jan2020-3,-12.33001992,-5.850619881,-6.296304477,-2.211824153,-22.03256021,13.66327561,7.052591603,-2.475392847,32.53076872,8.526718008,-6.636567787,-1.280741197,24.93153977,-3.460642318,-15.84088724,0.372846832,9.475006509,-1.14863055,-42.83396809,3.801725818,-6.115050497,5.86396417,7.75640011,-15.10093136,-23.59286195,-17.63530705,POs Post-Con,1/30/20,,,
"OIL-19JUN20, 15:32,40 (0001)",-13.26236509,2.229218142,5.245510153,-10.32824275,-23.93759597,-10.30355038,0.211379992,-2.777059772,3.996933428,8.344839815,-0.588959982,-0.015790554,4.383947719,6.852140497,1.07380056,6.477249499,-5.202477097,6.171467212,100.0101861,2.391674611,-5.116554539,4.676149706,9.019315978,7.05526816,-12.16633559,93.83264517,POs Post-Con,6/19/20,,,
"OIL-19JUN20, 15:33,41 (0002)",-14.15176787,3.177161801,6.052713446,-11.43779205,-25.24852153,-8.177223085,-8.254300349,-5.568072656,9.806128905,7.335415842,-2.356122022,0.924499817,8.255549136,8.25152313,-6.959734671,8.655977091,9.998222096,12.0196035,-8.215798073,-0.656777379,-5.012392014,1.777636899,9.558598648,1.189226069,-5.971556012,6.175843851,POs Post-Con,6/19/20,,,
"OIL-19JUN20, 22:43,471 (0003)",-14.87294711,3.750899494,6.767621752,-9.527602058,-20.91904585,-4.307202746,-4.444444577,-7.051296645,6.587636641,5.148330566,1.080619024,0.841023282,8.78106151,7.359830188,-6.183475008,6.743631895,0.204355237,15.15132931,-12.12150879,0.13041139,-7.239372714,-1.203298073,6.627264905,0.700389228,-8.840088817,-1.725614296,POs Post-Con,6/19/20,,,
"OIL-19JUN20, 22:43,471 (0004)",-21.30301073,2.812034948,6.075966031,-11.11656589,-26.52273626,-8.350560376,-6.28830887,-9.356055727,6.442311883,6.3932868,-1.018160607,0.33407218,6.377158531,3.538289009,-4.742982264,1.2641028,-2.767104808,12.75234328,-11.73485322,-2.733061741,-6.876371148,-6.88020216,9.339575121,2.215783435,-6.724805831,1.247309331,POs Post-Con,6/19/20,,,
"OIL-04-11-2020, 07:08, 256MIN",22.04545996,4.870850657,4.891386839,13.62135702,38.48264785,-6.703935071,10.13070224,2.537496976,0.856029349,2.427767335,4.109996521,3.735382558,6.016354149,13.8683706,-26.07861022,11.81238338,3.284279519,6.003864376,2.390535627,0.523283582,1.930085162,8.165354696,-19.95139363,-5.444264534,5.73623063,-48.06224175,POs Post-Con,11/4/20,,,
"OIL-04-11-2020, 04:01, 68MIN",9.751812517,5.530939437,7.281509605,11.53753057,23.90810979,1.432433683,9.415454532,-3.870459358,6.577828715,8.072796475,3.26851817,2.31434992,11.12541101,9.035897275,-24.36449955,9.417530488,-14.43219484,4.198472383,-9.2815156,-4.096722636,0.163561857,-2.84262388,-14.54870303,-4.520804264,-4.234373615,-45.60917806,POs Post-Con,11/4/20,,,
"OIL-11-06-21,2210,60",28.26318704,2.117211004,-10.37777216,20.81212359,38.63562509,4.818818982,9.444267028,3.386679075,-33.25684014,-26.86864821,6.516167511,3.511008984,-28.2204283,2.896753274,-14.94551022,2.019719622,-9.558128481,-4.298212758,6.901996009,-1.750698323,5.15294849,3.969284901,-14.55225314,2.518679534,8.190365991,-3.257906414,POs Post-Con,6/11/21,,,
"OIL-12-06-21,0330 379",12.40042021,4.811964774,-10.37777216,15.60470447,36.17623947,8.532704041,9.687690603,-6.956909664,-34.38164606,-28.02246278,4.770313624,3.594220376,-30.5867878,2.332303256,-7.739477855,4.172238808,2.770668162,3.356090375,9.726800267,3.790123538,-10.41930255,-4.617823586,-12.21821311,2.03111174,20.35630849,0.043983101,POs Post-Con,6/12/21,,,
"OIL-22-02-2021,1031,60",34.74837472,4.120136624,-5.781201893,15.70549323,52.87470982,-6.838880652,-5.010032842,7.145923807,-34.72982663,-27.7976173,7.825540147,4.608393641,-28.94167345,6.803544683,-10.71628144,6.95097541,12.51668606,5.520455816,8.458122923,-1.861392853,9.099335508,6.180669288,-20.37831953,2.545056552,14.6813595,-4.008464822,POs Post-Con,2/22/21,,,
"OIL-22-02-2021,2315,825",35.16561141,3.314001538,-7.910795299,17.24636541,18.50378714,-0.715277422,2.342589861,12.16821421,-37.85779021,-29.88829487,9.734460409,4.301808155,-31.14931078,16.98318819,-8.046653659,14.03856212,-2.190616812,-5.235384637,9.157662721,2.69068554,9.15034034,9.21550377,4.816525979,3.521676139,10.75391568,-0.695602788,POs Post-Con,2/22/21,,,
043019 C1 (dupl),-3.321836812,-0.480191173,-4.827322225,4.028073068,-3.111516432,0.755470933,0.454790848,0.794177616,-25.13740498,-23.01521568,3.136585701,1.547166656,-22.04280679,0.728450574,0.736699039,1.485445101,15.23993127,-2.416036639,4.426370838,-8.095020728,9.592982464,-11.28543277,1.029767412,-0.277284454,15.99050744,3.285287487,POs Post-Con,4/30/19,,,
L5681 MC20,-69.937749,-16.10846519,16.5344719,-24.45863416,-80.95395146,3.089574507,14.6520757,-60.57623056,-20.16522835,-38.56645698,-12.58884956,-8.164773442,-29.54083529,-19.05766956,141.7244625,-17.47560727,18.1716712,84.7456383,80.24961688,-16.25214831,-52.95962094,-17.98938271,57.53215795,-9.003022064,-49.64550753,-38.92419773,Res Oils,1/1/06,,,
L5686 MC20,37.0416086,8.009590906,-3.562882524,53.50214604,164.0623361,-25.77550636,-30.20216134,-10.82790899,-55.22130739,-56.67947605,10.38415277,8.832992713,-50.09354694,-30.91103142,83.51114247,-25.22861763,-9.88874744,25.60517066,254.3037582,0.477039049,-11.31534847,-2.74207603,-47.59933021,-6.902220102,212.1165589,167.7102428,Res Oils,1/1/06,,,
L5691 MC20,-47.35511123,-7.794165359,9.750403363,1.50412653,-52.645679,-9.417867792,-4.516952728,-37.21018444,-36.27637988,-47.01903134,-4.716948142,-4.385881844,-38.69517378,-25.6953836,119.6642639,-29.50247707,-14.15603866,33.74187431,741.2124317,-9.498150182,-30.67049603,-13.65748002,13.88810145,-7.088945352,301.7279777,213.7915141,Res Oils,1/1/06,,,
NOAA-MC20-WAT-01,-0.866641194,2.05586135,11.2332615,-1.124761421,24.54039032,1.612886007,8.768572622,5.63463089,8.23746992,5.369695472,-4.197281754,1.33992754,4.696950068,-6.739408797,28.31496304,-13.63255957,-0.33229275,-12.81949915,-29.97290426,3.501431529,1.987349255,-9.491048791,-11.03617629,-3.557636939,17.39346281,,NOAA WAT Oils,9/2/18,,,
NOAA-MC20-WAT-03,-9.380032293,-5.515419596,-4.57679726,-6.912175805,21.69930837,-6.437324103,-12.77081959,-4.834185786,-10.24021244,-11.17069034,-1.785461688,-2.85304149,-10.99054082,-17.89737239,33.33624636,-15.82421455,-11.45454592,0.734894681,7.859659723,-4.713259503,-0.199012583,-16.34085848,-17.1096681,-4.187979181,31.63081772,46.42389629,NOAA WAT Oils,9/2/18,,,
NOAA-MC20-WAT-07a,-10.51680341,-9.675561569,2.642212813,-9.434504304,-19.24797005,-8.898394579,-9.671243805,-3.999042319,31.21333285,6.869015326,-7.763868369,-4.57167151,22.19617564,-5.660360634,25.40485048,-6.027845532,-11.6404647,7.912138575,-20.74527503,-0.522760118,-3.564223807,-2.561787919,10.5685158,-13.1128815,-5.949621891,6.478993854,NOAA WAT Oils,9/3/18,,,
NOAA-MC20-WAT-07b,3.343727771,-2.736461349,0.175674839,-5.204142333,17.24717714,-2.263849011,-7.572734461,-13.4786006,-12.43961916,-12.72808733,0.561847588,-0.87898185,-11.09637847,-18.67760371,32.78658995,-13.42291745,15.85386516,9.746449791,-9.517701646,-3.962970208,-9.973336093,-6.313472311,-11.69357099,-3.601374972,16.96946634,29.04774324,NOAA WAT Oils,9/5/18,,,
NOAA-MC20-WAT-06,10.87842404,-1.899668893,-2.164050615,4.647121139,22.02226506,-4.856729176,-8.120535545,2.09726108,-6.629264919,-13.88695848,-0.684175304,-1.145555632,-6.37155773,-17.32194046,24.2701587,-12.04342824,-4.803276424,-1.865976091,-19.34548594,2.899011889,-0.85079669,-0.188880017,-8.443484492,-7.529845584,-10.46454876,13.10757759,NOAA WAT Oils,9/3/18,,,
NOAA-MC20-WAT-05,-17.66173206,-8.623465004,-4.185386668,-18.0865638,-18.32373451,-6.188487199,-7.539986706,-22.46409139,18.50178729,3.378937969,-6.079063216,-4.001350692,12.37401113,-19.87058078,32.67941756,-20.2149038,-1.121145839,15.75882122,-0.419170991,-6.237468666,-17.36578636,-7.403900904,-0.231945019,-9.986595501,36.92510685,43.80994408,NOAA WAT Oils,9/3/18,,,
NOAA-MC20-WAT-04,-15.30411443,-9.418043569,7.969616459,-12.68893942,-27.45295381,-34.90164658,-51.03555576,16.77890226,26.94417227,0.283378507,-2.697069719,-4.097721056,24.71458739,-13.92158756,30.63096763,-14.00538378,-4.176333901,-7.219184959,-26.91092284,-5.95534286,24.08423361,-3.059351924,10.69291024,-15.83910949,4.465065393,41.97146237,NOAA WAT Oils,9/3/18,,,
